institution_code,institution_name,akreditasi_institusi,wilayah
2375,STFT GKI IZAAK SAMUEL KIJNE JAYAPURA,BAIK,WILAYAH 14
2376,SEKOLAH TINGGI TEOLOGI REFORMED INDONESIA,BAIK,WILAYAH PTAS
2377,AKADEMI KEBIDANAN ALIFA PRINGSEWU LAMPUNG,BAIK,WILAYAH 02
2378,SEKOLAH TINGGI TEKNOLOGI YBS INTERNASIONAL,BAIK,WILAYAH 04
2380,SEKOLAH TINGGI ILMU EKONOMI NASIONAL SAMARINDA,BAIK,WILAYAH 11
2381,STIKES DHARMA LANDBOUW,B,WILAYAH 10
2382,UNIVERSITAS MUHAMMADIYAH LAMPUNG,B,WILAYAH 02
2383,SEKOLAH TINGGI ILMU KESEHATAN HUSADA JOMBANG,B,WILAYAH 07
2384,SEKOLAH TINGGI ILMU TARBIYAH AL-IHSAN BALEENDAH BANDUNG JAWA BARAT,BAIK,WILAYAH PTAS
2385,SEKOLAH TINGGI ILMU KESEHATAN SAMBAS,BAIK,WILAYAH 11
2386,SEKOLAH TINGGI ILMU FARMASI PELITA MAS PALU,BAIK,WILAYAH 16
2387,SEKOLAH TINGGI TEKNOLOGI WASTUKANCANA,BAIK,WILAYAH 04
2389,INSTITUT TEKNOLOGI INDONESIA,BAIK SEKALI,WILAYAH 03
2390,UNIVERSITAS ADIWANGSA JAMBI,BAIK SEKALI,WILAYAH 10
2393,STIT AHLUSSUNNAH BUKITTINGGI,BAIK,WILAYAH PTAS
2395,UNIVERSITAS ISLAM TRIBAKTI LIRBOYO KEDIRI,BAIK,WILAYAH PTAS
2396,UNIVERSITAS SIBER INDONESIA,BAIK,WILAYAH 03
2397,SEKOLAH TINGGI ILMU ADMINISTRASI MAULANA YUSUF BANTEN,BAIK,WILAYAH 04
2398,AKADEMI KESEJAHTERAAN SOSIAL IBU KARTINI,BAIK SEKALI,WILAYAH 06
2399,UNIVERSITAS BESTARI,BAIK,WILAYAH 04
2400,SEKOLAH TINGGI ILMU EKONOMI DWI SAKTI BATURAJA,BAIK,WILAYAH 02
2401,INSTITUT TEKNOLOGI DAN BISNIS INDRAGIRI,BAIK,WILAYAH 17
2402,INSTITUT BISNIS DAN KOMPUTER INDONESIA,BAIK,WILAYAH 01
2403,SEKOLAH TINGGI ILMU KESEHATAN BUDI MULIA SRIWIJAYA,BAIK,WILAYAH 02
2404,AKADEMI PARIWISATA SILIWANGI,BAIK,WILAYAH 04
2406,INSTITUT TEKNOLOGI DAN BISNIS KALLA,BAIK,WILAYAH 09
2407,SEKOLAH TINGGI ILMU HUKUM GUNUNG JATI,BAIK,WILAYAH 04
2408,STT AGAPE INDONESIA MISI INTERNASIONAL,BAIK,WILAYAH PTAS
2409,SEKOLAH TINGGI AGAMA ISLAM MULIA ASTUTI WONOGIRI JAWA TENGAH,BAIK,WILAYAH PTAS
2410,UNIVERSITAS NAHDLATUL ULAMA SUMATERA BARAT,BAIK,WILAYAH 10
2411,SEKOLAH TINGGI TEKNOLOGI INDUSTRI DAN FARMASI BOGOR,BAIK,WILAYAH 04
2412,SEKOLAH TINGGI AGAMA BUDDHA NEGERI RADEN WIJAYA,B,WILAYAH PTAN
2414,UNIVERSITAS MEGA BUANA PALOPO,BAIK SEKALI,WILAYAH 09
2415,UNIVERSITAS MANDIRI,BAIK,WILAYAH 04
2417,SEKOLAH TINGGI ILMU EKONOMI BISNIS INDONESIA,BAIK,WILAYAH 03
2418,SEKOLAH TINGGI TEOLOGI TORSINA,BAIK,WILAYAH PTAS
2420,STISIP VETERAN PALOPO,BAIK,WILAYAH 09
2421,UNIVERSITAS SEBELAS MARET,UNGGUL,WILAYAH PTN
2422,STT EBENHAEZER TANJUNG ENIM,BAIK,WILAYAH PTAS
2423,AKADEMI PARIWISATA DENPASAR,BAIK,WILAYAH 08
2424,AKADEMI MILITER MAGELANG,UNGGUL,WILAYAH PTKL
2425,SEKOLAH TINGGI TEKNOLOGI PAYAKUMBUH,BAIK,WILAYAH 10
2426,AKADEMI ANALIS KESEHATAN DELIMA HUSADA GRESIK,BAIK,WILAYAH 07
2427,UNIVERSITAS LABUHANBATU,B,WILAYAH 01
2429,STIMIK TUNAS BANGSA BANJARNEGARA,BAIK,WILAYAH 06
2430,UNIVERSITAS NURTANIO,B,WILAYAH 04
2431,POLITEKNIK BINA TRADA SEMARANG,BAIK,WILAYAH 06
2432,SEKOLAH TINGGI ILMU KESEHATAN KESEHATAN BARU,BAIK,WILAYAH 01
2433,POLITEKNIK ATMI,BAIK SEKALI,WILAYAH 06
2434,UNIVERSITAS CIPUTRA SURABAYA,UNGGUL,WILAYAH 07
2435,SEKOLAH TINGGI ILMU KESEHATAN SUKABUMI,B,WILAYAH 04
2436,SEKOLAH TINGGI ILMU EKONOMI NASIONAL,BAIK,WILAYAH 08
2437,INSTITUT ADMINISTRASI DAN KESEHATAN SETIH SETIO MUARA BUNGO,B,WILAYAH 10
2438,UNIVERSITAS IBNU SINA,B,WILAYAH 17
2439,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER KOMPUTAMA MAJENANG,BAIK,WILAYAH 06
2441,SEKOLAH TINGGI KHONGHUCU INDONESIA,BAIK,WILAYAH PTN
2442,INSTITUT PERTANIAN YOGYAKARTA,BAIK,WILAYAH 05
2443,SEKOLAH TINGGI AGAMA ISLAM AL-BAROKAH,BAIK,WILAYAH PTAS
2444,POLITEKNIK UBAYA,BAIK SEKALI,WILAYAH 07
2445,UNIVERSITAS NGUDI WALUYO,BAIK SEKALI,WILAYAH 06
2446,INSTITUT TEKNOLOGI DAN BISNIS BINA SARANA GLOBAL,B,WILAYAH 04
2447,SEKOLAH TINGGI ILMU EKONOMI KBP,B,WILAYAH 10
2448,SEKOLAH TINGGI ILMU EKONOMI WIBAWA KARTA RAHARJA,BAIK,WILAYAH 04
2449,UNIVERSITAS AMIR HAMZAH,BAIK,WILAYAH 01
2450,UNIVERSITAS MARITIM RAJA ALI HAJI,BAIK SEKALI,WILAYAH PTN
2451,POLITEKNIK PELAYARAN MALAHAYATI,BAIK,WILAYAH PTKL
2453,SEKOLAH TINGGI ILMU KESEHATAN HARAPAN IBU JAMBI,BAIK SEKALI,WILAYAH 10
2454,SEKOLAH TINGGI ILMU PEMERINTAHAN ABDI NEGARA,BAIK,WILAYAH 03
2455,UNIVERSITAS BATANGHARI JAMBI,BAIK SEKALI,WILAYAH 10
2456,UNIVERSITAS NAHDLATUL ULAMA LAMPUNG,BAIK,WILAYAH 02
2457,UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN TIMUR,BAIK,WILAYAH 11
2458,SEKOLAH TINGGI AGAMA KATOLIK NEGERI PONTIANAK,BAIK,WILAYAH PTAN
2459,UNIVERSITAS GALUH,BAIK SEKALI,WILAYAH 04
2460,SEKOLAH TINGGI ILMU KESEHATAN WIRA HUSADA,BAIK SEKALI,WILAYAH 05
2461,UNIVERSITAS AHMAD DAHLAN,UNGGUL,WILAYAH 05
2462,STT TRINITY PARAPAT,BAIK,WILAYAH PTAS
2463,INSTITUT KESEHATAN DAN TEKNOLOGI AL INSYIRAH,BAIK,WILAYAH 17
2464,UNIVERSITAS BUMI PERSADA,BAIK,WILAYAH 13
2465,SEKOLAH TINGGI TEKNOLOGI INDONESIA,TIDAK TERAKREDITASI,WILAYAH 03
2466,STIT AL-KHAIRIYAH CITANGKIL CILEGON,BAIK,WILAYAH PTAS
2467,POLITEKNIK SAHID,BAIK SEKALI,WILAYAH 03
2468,UNIVERSITAS PESANTREN TINGGI DARUL  ULUM,BAIK SEKALI,WILAYAH 07
2469,SEKOLAH TINGGI ILMU KESEHATAN TARUMANAGARA,BAIK,WILAYAH 03
2470,"STAI AL-FURQAN MAKASSAR, SULAWESI SELATAN",BAIK,WILAYAH PTAS
2471,UNIVERSITAS DARUSSALAM GONTOR,UNGGUL,WILAYAH 07
2472,SEKOLAH TINGGI ILMU MANAJEMEN DAN ILMU KOMPUTER ESQ,BAIK,WILAYAH 03
2473,SEKOLAH TINGGI ILMU TARBIYAH BATUBARA,BAIK,WILAYAH PTAS
2474,SEKOLAH TINGGI ILMU EKONOMI STUDI EKONOMI MODERN,BAIK,WILAYAH 06
2475,AKADEMI KOMUNITAS NEGERI PACITAN,BAIK,WILAYAH PTN
2476,SEKOLAH TINGGI ILMU EKONOMI KRAKATAU,BAIK,WILAYAH 02
2477,UNIVERSITAS KOMPUTER INDONESIA,UNGGUL,WILAYAH 04
2478,AMIK CITRA BUANA INDONESIA,BAIK,WILAYAH 04
2479,UNIVERSITAS DWIJENDRA,BAIK SEKALI,WILAYAH 08
2480,SEKOLAH TINGGI ILMU KESEHATAN DUTA GAMA KLATEN,BAIK,WILAYAH 06
2481,UNIVERSITAS FALETEHAN,BAIK,WILAYAH 04
2482,POLITEKNIK GANESHA MEDAN,BAIK,WILAYAH 01
2483,UNIVERSITAS IQRA BURU,BAIK,WILAYAH 12
2484,UNIVERSITAS TRIATMA MULYA,BAIK SEKALI,WILAYAH 08
2485,SEKOLAH TINGGI AGAMA ISLAM ASH-SHIDDIQIYAH LEMPUING JAYA OKI,BAIK,WILAYAH PTAS
2486,UNIVERSITAS BONDOWOSO,BAIK,WILAYAH 07
2487,SEKOLAH TINGGI ILMU MANAJEMEN SUKMA,B,WILAYAH 01
2489,SEKOLAH TINGGI ILMU EKONOMI EKUITAS,B,WILAYAH 04
2490,STISIP WIDYAPURI MANDIRI,BAIK,WILAYAH 04
2491,INSTITUT BISNIS DAN TEKNOLOGI PELITA INDONESIA,B,WILAYAH 17
2492,AKADEMI KEPERAWATAN KESDAM II SRIWIJAYA,BAIK SEKALI,WILAYAH 02
2494,SEKOLAH TINGGI TEOLOGI ANUGERAH MISI NIAS BARAT,BAIK,WILAYAH PTAS
2495,UNIVERSITAS PUTRA BANGSA,BAIK SEKALI,WILAYAH 06
2496,UNIVERSITAS ATMA JAYA YOGYAKARTA,UNGGUL,WILAYAH 05
2498,UNIVERSITAS LANGLANG BUANA,BAIK SEKALI,WILAYAH 04
2499,UNIVERSITAS DHYANA PURA,BAIK SEKALI,WILAYAH 08
2501,SEKOLAH TINGGI AGAMA ISLAM AL HIDAYAH TASIKMALAYA,BAIK,WILAYAH PTAS
2502,AKADEMI KOMUNITAS NEGERI ACEH BARAT,BAIK,WILAYAH PTN
2503,SEKOLAH TINGGI TEOLOGI BAPTIS MEDAN,BAIK,WILAYAH PTAS
2504,INSTITUT SENI INDONESIA YOGYAKARTA,A,WILAYAH PTN
2505,UNIVERSITAS MUHAMMADIYAH KUPANG,B,WILAYAH 15
2506,SEKOLAH TINGGI ILMU TARBIYAH INSIDA,BAIK,WILAYAH PTAS
2507,INSTITUT AGAMA HINDU NEGERI GDE PUDJA MATARAM,BAIK,WILAYAH PTAN
2508,INSTITUT AGAMA ISLAM DARUSSALAM BLOKAGUNG BANYUWANGI,BAIK,WILAYAH PTAS
2509,INSTITUT AGAMA ISLAM KOTAMOBAGU,BAIK,WILAYAH PTAS
2510,UNIVERSITAS DHARMA AUB SURAKARTA,B,WILAYAH 06
2511,POLITEKNIK JAKARTA INTERNASIONAL,BAIK,WILAYAH 03
2512,UNIVERSITAS ANTAKUSUMA,BAIK,WILAYAH 11
2513,STMIK WIDYA UTAMA,BAIK,WILAYAH 06
2514,INSTITUT TEKNOLOGI KESEHATAN DAN SAINS WIYATA HUSADA SAMARINDA,BAIK SEKALI,WILAYAH 11
2515,SEKOLAH TINGGI ILMU SOSIAL DAN POLITIK FAJAR TIMUR,BAIK,WILAYAH 15
2516,UNIVERSITAS PGRI SILAMPARI,BAIK SEKALI,WILAYAH 02
2517,SEKOLAH TINGGI ILMU DAKWAH RAUDLATUL IMAN SUMENEP JAWA TIMUR,BAIK,WILAYAH PTAS
2518,AKADEMI PARIWISATA NUSANTARA JAYA,BAIK,WILAYAH 03
2519,AKADEMI KOMUNITAS TEKNOLOGI SYARIFUDDIN,BAIK,WILAYAH 07
2520,"SEKOLAH TINGGI ILMU HUKUM PROF. DR. YOHANES USFUNAN, SH, MH",BAIK,WILAYAH 15
2521,POLITEKNIK KELAUTAN DAN PERIKANAN SIDOARJO,BAIK SEKALI,WILAYAH PTKL
2522,SEKOLAH TINGGI FILSAFAT SEMINARI PINELENG,B,WILAYAH 16
2523,STMIK PPKIA PRADNYA PARAMITA,B,WILAYAH 07
2524,SEKOLAH TINGGI PARIWISATA  SOROMANDI BIMA,BAIK,WILAYAH 08
2526,SEKOLAH TINGGI ILMU SYARIAH NURUL QARNAIN,BAIK,WILAYAH PTAS
2527,SEKOLAH TINGGI ILMU FARMASI RIAU,BAIK SEKALI,WILAYAH 17
2528,UNIVERSITAS 17 AGUSTUS 1945 SEMARANG,BAIK SEKALI,WILAYAH 06
2529,UNIVERSITAS SETIA BUDI,BAIK SEKALI,WILAYAH 06
2530,UNIVERSITAS MUHAMMADIYAH JAMBI,BAIK SEKALI,WILAYAH 10
2531,SEKOLAH TINGGI ILMU KESEHATAN PERSADA NABIRE,BAIK,WILAYAH 14
2532,UNIVERSITAS NAHDLATUL ULAMA KALIMANTAN SELATAN,BAIK,WILAYAH 11
2533,UNIVERSITAS KATOLIK DE LA SALLE,B,WILAYAH 16
2534,AKADEMI FARMASI YAMASI MAKASSAR,BAIK,WILAYAH 09
2535,SEKOLAH TINGGI TEOLOGI INJILI INDONESIA PURWOKERTO,BAIK,WILAYAH PTAS
2538,AKADEMI KEPERAWATAN BERKALA WIDYA HUSADA,BAIK,WILAYAH 03
2539,SEKOLAH TINGGI ILMU EKONOMI RAJAWALI,BAIK,WILAYAH 06
2543,UNIVERSITAS PERJUANGAN TASIKMALAYA,BAIK,WILAYAH 04
2544,STMIK LOMBOK,BAIK,WILAYAH 08
2545,AKADEMI FARMASI KUSUMA HUSADA PURWOKERTO,BAIK,WILAYAH 06
2546,STIPER SANTO THOMAS AQUINAS JAYAPURA,BAIK,WILAYAH 14
2548,UNIVERSITAS KATOLIK SOEGIJAPRANATA,UNGGUL,WILAYAH 06
2550,SEKOLAH TINGGI ILMU EKONOMI AMM,BAIK,WILAYAH 08
2551,POLITEKNIK PERTANIAN NEGERI PAYAKUMBUH,B,WILAYAH PTN
2552,UNIVERSITAS ISLAM NAHDLATUL ULAMA JEPARA,BAIK SEKALI,WILAYAH 06
2554,AKADEMI PARIWISATA CITRA BUANA INDONESIA,BAIK,WILAYAH 04
2555,SEKOLAH TINGGI ILMU ISLAM DAN BAHASA ARAB MAKASSAR,BAIK,WILAYAH PTAS
2556,SEKOLAH TINGGI ILMU EKONOMI MUJAHIDIN,BAIK,WILAYAH 16
2557,SEKOLAH TINGGI ILMU EKONOMI AL-MADANI,BAIK,WILAYAH 02
2558,UNIVERSITAS NUSANTARA MANADO,BAIK,WILAYAH 16
2559,POLITEKNIK PENERBANGAN JAYAPURA,BAIK,WILAYAH PTKL
2560,STAI MEMPAWAH PONTIANAK,BAIK,WILAYAH PTAS
2561,UNIVERSITAS KATOLIK SANTO AGUSTINUS HIPPO,BAIK,WILAYAH 11
2562,UNIVERSITAS WIDYA GAMA MAHAKAM SAMARINDA,BAIK SEKALI,WILAYAH 11
2563,UNIVERSITAS ABULYATAMA,B,WILAYAH 13
2564,UNIVERSITAS BUNG KARNO,B,WILAYAH 03
2565,UNIVERSITAS BALIKPAPAN,B,WILAYAH 11
2566,AKADEMI KEBIDANAN MENARA PRIMADANI,BAIK,WILAYAH 09
2567,SEKOLAH TINGGI PARIWISATA BOGOR,BAIK SEKALI,WILAYAH 04
2568,UNIVERSITAS NAHDLATUL ULAMA YOGYAKARTA,BAIK,WILAYAH 05
2569,POLITEKNIK KUTARAJA,BAIK,WILAYAH 13
2570,STIE YBPK PALANGKA RAYA,BAIK,WILAYAH 11
2572,POLITEKNIK ADIGUNA MARITIM INDONESIA MEDAN,B,WILAYAH 01
2573,SEKOLAH TINGGI ILMU KESEHATAN MERANGIN,BAIK,WILAYAH 10
2574,"STAI AL-AZHARY CIANJUR, JAWA BARAT",BAIK,WILAYAH PTAS
2575,SEKOLAH TINGGI ILMU KESEHATAN SEMARANG,BAIK,WILAYAH 06
2576,UNIVERSITAS AL-IRSYAD CILACAP,BAIK,WILAYAH 06
2577,SEKOLAH TINGGI ILMU ADMINISTRASI YPPT TASIKMALAYA,BAIK SEKALI,WILAYAH 04
2580,INSTITUT TEKNOLOGI DAN ILMU SOSIAL KHATULISTIWA,B,WILAYAH 10
2583,STKIP MUHAMMADIYAH LUMAJANG,BAIK,WILAYAH 07
2584,AKADEMI KEBIDANAN BAKTI NUSANTARA RANTEPAO,BAIK,WILAYAH 09
2585,POLITEKNIK AMAMAPARE,BAIK,WILAYAH 14
2586,STES HARAPAN BIMA NUSA TENGGARA BARAT,BAIK,WILAYAH PTAS
2587,UNIVERSITAS MUSLIM BUTON,BAIK,WILAYAH 09
2588,UNIVERSITAS NAHDLATUL ULAMA SUMATERA UTARA,BAIK,WILAYAH 01
2589,UNIVERSITAS NEGERI GORONTALO,UNGGUL,WILAYAH PTN
2590,UNIVERSITAS MUHAMMADIYAH PALANGKA RAYA,BAIK SEKALI,WILAYAH 11
2591,SEKOLAH TINGGI ILMU TARBIYAH SERDANG BEDAGAI,BAIK,WILAYAH PTAS
2592,STEI WALISONGO SAMPANG,BAIK,WILAYAH PTAS
2593,UNIVERSITAS LAMAPPAPOLEONRO,B,WILAYAH 09
2594,SEKOLAH TINGGI ILMU EKONOMI DHARMA NASIONAL JEMBER,BAIK,WILAYAH 07
2595,SEKOLAH TINGGI ILMU EKONOMI MANAJEMEN BISNIS INDONESIA,BAIK,WILAYAH 04
2596,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PGRI PAPUA,BAIK,WILAYAH 14
2597,SEKOLAH TINGGI ILMU PERTANIAN BELITANG,BAIK,WILAYAH 02
2598,AKADEMI KEPERAWATAN PEMERINTAH KABUPATEN NGAWI,BAIK,WILAYAH 07
2599,UNIVERSITAS MULTI DATA PALEMBANG,BAIK SEKALI,WILAYAH 02
2600,UNIVERSITAS BUMIGORA,BAIK SEKALI,WILAYAH 08
2601,SEKOLAH TINGGI PARIWISATA SAHID SURAKARTA,B,WILAYAH 06
2602,UNIVERSITAS SATYA NEGARA INDONESIA,B,WILAYAH 03
2603,STMIK HIMSYA,BAIK,WILAYAH 06
2604,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN ANDI MATAPPA,BAIK,WILAYAH 09
2605,UNIVERSITAS MUHAMMADIYAH A.R. FACHRUDDIN,BAIK SEKALI,WILAYAH 04
2606,UNIVERSITAS COKROAMINOTO YOGYAKARTA,BAIK SEKALI,WILAYAH 05
2607,STAI BADRUS SHOLEH PURWOASRI KEDIRI,BAIK,WILAYAH PTAS
2608,INSTITUT AGAMA ISLAM AL-GHURABA RAWAMANGUN JAKARTA TIMUR,BAIK,WILAYAH PTAS
2609,AKADEMI ANALIS FARMASI DAN MAKANAN BANDA ACEH,BAIK,WILAYAH 13
2610,STIT AR-RAUDHAH,BAIK,WILAYAH PTAS
2612,UNIVERSITAS TANGERANG RAYA,BAIK,WILAYAH 04
2613,"STIT RAUDHATUL ULUM, SAKATIGA INDRALAYA, KOTA PALEMBANG, SUMATERA SELATAN",BAIK,WILAYAH PTAS
2614,"STIT AL-FALAH RIMBO BUJANG, TEBO, JAMBI",BAIK,WILAYAH PTAS
2615,INSTITUT AGAMA ISLAM SUNAN KALIJOGO MALANG JAWA TIMUR,BAIK,WILAYAH PTAS
2616,AKADEMI ENTERPRENEURSHIP TERANG BANGSA,BAIK,WILAYAH 06
2617,STIE SAINT THERESA,BAIK,WILAYAH 14
2619,"STIT IQRA` KAPUAS HULU, KALIMANTAN BARAT",BAIK,WILAYAH PTAS
2620,UNIVERSITAS INDONESIA TIMUR,BAIK SEKALI,WILAYAH 09
2621,SEKOLAH TINGGI ILMU TARBIYAH NUSANTARA BEKASI,BAIK,WILAYAH PTAS
2622,STAI DARUL QUR`AN PAYAKUMBUH,BAIK SEKALI,WILAYAH PTAS
2623,INSTITUT PENDIDIKAN NUSANTARA GLOBAL,BAIK,WILAYAH 08
2624,SEKOLAH TINGGI ILMU SYARIAH ABU ZAIRI BONDOWOSO JAWA TIMUR,BAIK,WILAYAH PTAS
2625,STMIK MERCUSUAR,BAIK,WILAYAH 04
2626,UNIVERSITAS SAINS DAN TEKNOLOGI JAYAPURA,BAIK,WILAYAH 14
2627,POLITEKNIK TRANSPORTASI SUNGAI DANAU DAN PENYEBERANGAN,BAIK SEKALI,WILAYAH PTKL
2628,SEKOLAH TINGGI TEOLOGI PANTEKOSTA SUMUT - ACEH,BAIK,WILAYAH PTAS
2629,SEKOLAH TINGGI ILMU EKONOMI NUSANTARA MAKASSAR,BAIK,WILAYAH 09
2630,STIT PALAPA NUSANTARA LOMBOK NUSA TENGGARA BARAT,BAIK,WILAYAH PTAS
2632,SEKOLAH TINGGI PERIKANAN DAN KELAUTAN PALU,BAIK,WILAYAH 16
2633,SEKOLAH TINGGI ILMU HUKUM MANOKWARI,BAIK SEKALI,WILAYAH 14
2635,SEKOLAH TINGGI TEOLOGI BAPTIS KALVARI JAKARTA,BAIK,WILAYAH PTAS
2636,STAI AL-AULIA BOGOR,BAIK,WILAYAH PTAS
2638,AKADEMI PARIWISATA DHARMA NUSANTARA SAKTI,BAIK,WILAYAH 05
2639,SEKOLAH TINGGI ILMU SYARIAH AL-MANAR,BAIK,WILAYAH PTAS
2640,SEKOLAH TINGGI ILMU TARBIYAH LAKBOK,BAIK,WILAYAH PTAS
2641,SEKOLAH TINGGI ILMU KESEHATAN AR-RUM,BAIK,WILAYAH 06
2642,UNIVERSITAS FORT DE KOCK,BAIK SEKALI,WILAYAH 10
2643,SEKOLAH TINGGI AGAMA ISLAM MINHAAJURROOSYIDIIN,BAIK,WILAYAH PTAS
2644,STIE PASIM SUKABUMI,BAIK,WILAYAH 04
2645,UNIVERSITAS KRISTEN SATYA WACANA,UNGGUL,WILAYAH 06
2646,UNIVERSITAS SUMATERA UTARA,UNGGUL,WILAYAH PTN
2647,UNIVERSITAS DINAMIKA BANGSA,B,WILAYAH 10
2648,IAIN PALOPO,B,WILAYAH PTAN
2649,UNIVERSITAS DIPONEGORO,UNGGUL,WILAYAH PTN
2650,UNIVERSITAS BANDAR LAMPUNG,B,WILAYAH 02
2651,INSTITUT KEGURUAN DAN TEKNOLOGI LARANTUKA,BAIK,WILAYAH 15
2652,POLITEKNIK HARAPAN BANGSA SURAKARTA,BAIK,WILAYAH 06
2653,STAI NAHDLATUL WATHAN SAMAWA SUMBAWA BESAR NTB,BAIK,WILAYAH PTAS
2654,"SEKOLAH TINGGI ILMU USHULUDDIN DARUSSALAM, BANGKALAN, JAWA TIMUR",BAIK,WILAYAH PTAS
2655,AKADEMI KEBIDANAN MATORKIS,BAIK,WILAYAH 01
2656,SEKOLAH TINGGI KEGURUAN DAN ILMU PENDIDIKAN PADANG LAWAS,BAIK,WILAYAH 01
2658,INSTITUT PERTANIAN BOGOR,UNGGUL,WILAYAH PTN
2659,UNIVERSITAS PALANGKA RAYA,BAIK SEKALI,WILAYAH PTN
2660,INSTITUT AGAMA ISLAM NEGERI KERINCI,BAIK SEKALI,WILAYAH PTAN
2661,AKADEMI PARIWISATA NHI BANDUNG,BAIK SEKALI,WILAYAH 04
2662,AKADEMI KOMUNITAS OLAT MARAS,BAIK,WILAYAH 08
2663,STAI H.M. LUKMAN EDY PEKANBARU,B,WILAYAH PTAS
2664,SEKOLAH TINGGI TEOLOGI INJILI ARASTAMAR TAPANULI,BAIK,WILAYAH PTAS
2665,UNIVERSITAS INDONESIA,UNGGUL,WILAYAH PTN
2666,UNIVERSITAS HASANUDDIN,UNGGUL,WILAYAH PTN
2667,SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER PESAT NABIRE,BAIK,WILAYAH 14
2668,STMIK PELITA NUSANTARA,BAIK SEKALI,WILAYAH 01
2669,STT LIGHTHOUSE EQUIPPING THEOLOGICAL SCHOOL,BAIK,WILAYAH PTAS
2671,POLITEKNIK MARITIM AMI MAKASSAR,BAIK SEKALI,WILAYAH 09
2672,UNIVERSITAS SURABAYA,UNGGUL,WILAYAH 07
2673,SEKOLAH TINGGI TEOLOGI EL-SHADDAY SURAKARTA,BAIK,WILAYAH PTAS
2674,STMIK TIDORE MANDIRI,BAIK,WILAYAH 12
2675,STIE IBMI MEDAN,BAIK,WILAYAH 01
2676,INSTITUT AGAMA ISLAM TASIKMALAYA,BAIK,WILAYAH PTAS
2677,POLITEKNIK AL-ISLAM BANDUNG,BAIK,WILAYAH 04
2678,SEKOLAH TINGGI ILMU SOSIAL DAN ILMU POLITIK WIRA BHAKTI,BAIK,WILAYAH 08
2679,SEKOLAH TINGGI ILMU KESEHATAN SUKMA WIJAYA SAMPANG,BAIK,WILAYAH 07
2680,UNIVERSITAS SAM RATULANGI,UNGGUL,WILAYAH PTN
2681,UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,UNGGUL,WILAYAH 05
2682,UNIVERSITAS ISLAM INDONESIA,UNGGUL,WILAYAH 05
2683,INSTITUT TEKNOLOGI BANDUNG,UNGGUL,WILAYAH PTN
2684,UNIVERSITAS NEGERI SURABAYA,UNGGUL,WILAYAH PTN
2685,UNIVERSITAS GADJAH MADA,UNGGUL,WILAYAH PTN
2686,AMIK BUKITTINGGI,BAIK,WILAYAH 10
2687,SEKOLAH TINGGI ILMU ADMINISTRASI MATARAM,BAIK,WILAYAH 08
2688,SEKOLAH TINGGI ILMU ADMINISTRASI DARUL RACHMAN TUAL,BAIK,WILAYAH 12
2689,SEKOLAH TINGGI ILMU EKONOMI SUTAATMADJA,BAIK SEKALI,WILAYAH 04
2690,SEKOLAH TINGGI ILMU EKONOMI AL-WASHLIYAH,BAIK,WILAYAH 01
2691,STT INJILI ARASTAMAR NIAS SELATAN,BAIK,WILAYAH PTAS
2692,POLITEKNIK BISNIS INDONESIA,BAIK,WILAYAH 01
2693,SEKOLAH TINGGI AGAMA ISLAM SYEKH JANGKUNG,BAIK,WILAYAH PTAS
2694,SEKOLAH TINGGI ILMU KESEHATAN DONA PALEMBANG,BAIK,WILAYAH 02
2695,UNIVERSITAS KATOLIK PARAHYANGAN,UNGGUL,WILAYAH 04
2696,UNIVERSITAS YAYASAN PENDIDIKAN IMAM BONJOL MAJALENGKA,BAIK,WILAYAH 04
2697,POLITEKNIK GAJAH SAKTI,BAIK,WILAYAH 02
2698,UNIVERSITAS DARUL  ULUM,B,WILAYAH 07
2699,UNIVERSITAS BINAWAN,BAIK SEKALI,WILAYAH 03
2700,SEKOLAH TINGGI ILMU KESEHATAN PANCA BHAKTI,BAIK,WILAYAH 02
2701,SEKOLAH TINGGI TEOLOGI KIBAID MAKALE,BAIK,WILAYAH PTAS
2702,POLITEKNIK KELAUTAN DAN PERIKANAN BONE,BAIK SEKALI,WILAYAH PTKL
2703,INSTITUT AGAMA ISLAM AL-KHAIRAT PAMEKASAN JAWA TIMUR,BAIK,WILAYAH PTAS
2704,SEKOLAH TINGGI ILMU EKONOMI BHAKTI PEMBANGUNAN,B,WILAYAH 03
2705,UNIVERSITAS INSAN CENDEKIA MANDIRI,BAIK,WILAYAH 04
2706,AKADEMI MARITIM NASIONAL JAYA,BAIK,WILAYAH 03
2707,UNIVERSITAS MULAWARMAN,BAIK SEKALI,WILAYAH PTN
2708,SEKOLAH TINGGI ILMU EKONOMI PARIWISATA INDONESIA,B,WILAYAH 06
2709,AKADEMI ILMU KOMPUTER TERNATE,BAIK,WILAYAH 12
2710,POLITEKNIK PENERBANGAN PALEMBANG,BAIK,WILAYAH PTKL
2711,"STAI TULANG BAWANG, LAMPUNG",BAIK,WILAYAH PTAS
