institution_name,prodi_name,jenjang,akreditasi_prodi,status_pencocokan
UNIVERSITAS STRADA INDONESIA,BISNIS DIGITAL,S1,BAIK,BERHASIL
UNIVERSITAS STRADA INDONESIA,MANAJEMEN RITEL,S1,BAIK,BERHASIL
POLITEKNIK MANAHIJUL HUDA,BISNIS KREATIF,D-IV,BAIK,GAGAL COCOK
UNIVERSITAS SERELO LAHAT,BISNIS DIGITAL,S1,BAIK,BERHASIL
POLITEKNIK HASNUR,AKUNTANSI BISNIS DIGITAL,D-IV,BAIK,BERHASIL
UNIVERSITAS NEGERI GORONTALO,EKONOMI,S3,BAIK,BERHASIL
UNIVERSITAS PGRI YOGYAKARTA,MANAJEMEN,S2,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH CILEUNGSI,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH PALANGKA RAYA,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS CIPUTRA SURABAYA,PJJ MANAJEMEN,S2,BAIK,BERHASIL
UNIVERSITAS SURABAYA,ILMU AKUNTANSI,S3,BAIK,BERHASIL
INSTITUT AGAMA ISLAM NAHDLATUL ULAMA SUMATERA SELATAN,EKONOMI SYARIAH,S1,BAIK,GAGAL COCOK
UNIVERSITAS SULAWESI BARAT,BISNIS DIGITAL,S1,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI FATMAWATI SUKARNO BENGKULU,EKONOMI SYARIAH,S2,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH KUNINGAN,MANAJEMEN,S1,BAIK,GAGAL COCOK
UNIVERSITAS MULAWARMAN,MATEMATIKA,S1,UNGGUL,BERHASIL
UNIVERSITAS MATARAM,KIMIA,S1,UNGGUL,BERHASIL
UNIVERSITAS MATARAM,FISIKA,S1,UNGGUL,BERHASIL
UNIVERSITAS MATARAM,BIOLOGI,S1,UNGGUL,BERHASIL
UNIVERSITAS TEKNOLOGI SUMBAWA,ILMU AKTUARIA,S1,BAIK,BERHASIL
POLITEKNIK STTT BANDUNG,KIMIA TEKSTIL,D4,UNGGUL,BERHASIL
UNIVERSITAS JENDERAL SOEDIRMAN,SUMBER DAYA AKUATIK,S2,BAIK,BERHASIL
UNIVERSITAS DELTA PGRI,PENDIDIKAN BAHASA INGGRIS,S2,BAIK SEKALI,GAGAL COCOK
UNIVERSITAS DELTA PGRI,PENDIDIKAN BAHASA INGGRIS,S1,B,GAGAL COCOK
UNIVERSITAS DELTA PGRI,PENDIDIKAN MATEMATIKA,S1,BAIK,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH BARRU,BIMBINGAN DAN KONSELING,S1,B,BERHASIL
UNIVERSITAS AIRLANGGA,BAHASA DAN SASTRA JEPANG,S1,UNGGUL,BERHASIL
UNIVERSITAS ISLAM NEGERI SULTAN SYARIF KASIM RIAU,HUKUM KELUARGA ISLAM,S3,B,BERHASIL
UNIVERSITAS AL WASHLIYAH DARUSSALAM BANDA ACEH,PENDIDIKAN BAHASA ARAB,S1,BAIK,BERHASIL
UNIVERSITAS AL WASHLIYAH DARUSSALAM BANDA ACEH,ILMU ADMINISTRASI NEGARA,S1,BAIK,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI PANGERAN ANTASARI,MANAJEMEN,S1,BAIK,GAGAL COCOK
INSTITUT AGAMA ISLAM NUSANTARA ASH-SHIDDIQIYAH,EKONOMI SYARIAH,S1,BAIK,BERHASIL
"POLITEKNIK TRANSPORTASI SUNGAI, DANAU, DAN PENYEBRANGAN",MANAJEMEN TRANSPORTASI PERAIRAN DARATAN,D-III,BAIK SEKALI,GAGAL COCOK
UNIVERSITAS SYIAH KUALA,PEMASARAN,D-III,BAIK,GAGAL COCOK
UNIVERSITAS ALWASHLIYAH,AGROTEKNOLOGI,S1,BAIK,BERHASIL
SEKOLAH TINGGI TEOLOGI BEREA SALATIGA,TEOLOGI,S1,BAIK,BERHASIL
UNIVERSITAS BALI DWIPA,TEKNOLOGI PANGAN,S1,BAIK,BERHASIL
UNIVERSITAS GADJAH MADA,TEKNOLOGI INDUSTRI PERTANIAN,S1,UNGGUL,BERHASIL
UNIVERSITAS AIRLANGGA,AKUAKULTUR,S1,UNGGUL,BERHASIL
POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,TEKNOLOGI BUDI DAYA PERIKANAN,D-IV,B,BERHASIL
POLITEKNIK PERTANIAN NEGERI PANGKAJENE KEPULAUAN,PENGOLAHAN DAN PENYIMPANAN HASIL PERIKANAN,D-IV,B,BERHASIL
"UNIVERSITAS SUGENG HARTONO,  SUKOHARJO",GIZI,S1,BAIK,BERHASIL
"UNIVERSITAS HEIN NAMOTEMO, HALMAHERA UTARA",KEPERAWATAN,S1,BAIK,BERHASIL
"UNIVERSITAS BANTEN, SERANG",KESEHATAN MASYARAKAT,S1,BAIK,BERHASIL
UNIVERSITAS KRISTEN INDONESIA TOMOHON,PSIKOLOGI,S1,BAIK,BERHASIL
UNIVERSITAS TEKNOLOGI SULAWESI,TEKNOLOGI HASIL PERTANIAN,S1,BAIK,BERHASIL
UNIVERSITAS MAHASARASWATI DENPASAR,SASTRA INGGRIS,S1,B,BERHASIL
SEKOLAH TINGGI FILSAFAT TEOLOGI WIDYA SASANA,FILSAFAT,S2,A,BERHASIL
"AKADEMI KESEHATAN KARTINI BATAM, BATAM",TEKNOLOGI BANK DARAH,D-III,BAIK,BERHASIL
"AKADEMI PENDIDIKAN KESEHATAN TALITAKUM, MEDAN",RADIOLOGI,D-III,BAIK SEKALI,BERHASIL
"POLITEKNIK KATOLIK MANGUNWIJAYA, SEMARANG",ANALIS KESEHATAN,D-III,UNGGUL,BERHASIL
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN JAKARTA III, BEKASI",TEKNOLOGI LABORATORIUM MEDIS,D-IV,UNGGUL,GAGAL COCOK
"POLITEKNIK KESEHATAN YRSU DR. RUSDI, MEDAN",KEPERAWATAN,D-III,BAIK,GAGAL COCOK
"SEKOLAH TINGGI ILMU KESEHATAN BORNEO NUSANTARA, BANJARMASIN",RADIODIAGNOSTIK DAN RADIOTERAPI,D-III,BAIK,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN PELITA ILMU DEPOK, DEPOK",ADMINISTRASI RUMAH SAKIT,S1,BAIK,BERHASIL
"SEKOLAH TINGGI KESEHATAN INDONESIA WIRAUTAMA, BANDUNG",NERS,PROFESI,BAIK,BERHASIL
"SEKOLAH TINGGI KESEHATAN INDONESIA WIRAUTAMA, BANDUNG",KEPERAWATAN,S1,BAIK,BERHASIL
"UNIVERSITAS IBN KHALDUN BOGOR, BOGOR",GIZI,S1,BAIK,GAGAL COCOK
"UNIVERSITAS KATOLIK DE LA SALLE, MANADO",ILMU KEPERAWATAN,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS KATOLIK DE LA SALLE, MANADO",NERS,PROFESI,BAIK SEKALI,BERHASIL
"UNIVERSITAS MANDALA WALUYA, KENDARI",SANITASI,D-III,UNGGUL,BERHASIL
"UNIVERSITAS MUHAMMADIYAH PEKAJANGAN PEKALONGAN, PEKALONGAN",FISIOTERAPI,S1,UNGGUL,BERHASIL
"UNIVERSITAS PAPUA, MANOKWARI",KEDOKTERAN,S1,BAIK,BERHASIL
"UNIVERSITAS PAPUA, MANOKWARI",DOKTER,PROFESI,BAIK,BERHASIL
"UNIVERSITAS SERAMBI MEKKAH, BANDA ACEH",KESEHATAN MASYARAKAT,S1,BAIK SEKALI,BERHASIL
"UNIVERSITAS SYIAH KUALA, BANDA ACEH",KESEHATAN MASYARAKAT VETERINER,S2,UNGGUL,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH CILEUNGSI,TEKNIK INFORMATIKA,S1,BAIK,BERHASIL
"AKADEMI ANALIS KESEHATAN PEKALONGAN, PEKALONGAN",TEKNOLOGI LABORATORIUM MEDIS,D-III,BAIK,BERHASIL
"AKADEMI KEBIDANAN ALIFA PRINGSEWU LAMPUNG, BANDAR LAMPUNG",KEBIDANAN,D-III,BAIK,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN MALUKU HUSADA, KAIRATU",KEBIDANAN,D-III,BAIK SEKALI,GAGAL COCOK
"SEKOLAH TINGGI ILMU KESEHATAN TANA TORAJA, RANTEPAO TORAJA UTARA",KEPERAWATAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS FORT DE KOCK, BUKITTINGGI",KEPERAWATAN,S1,UNGGUL,BERHASIL
"UNIVERSITAS FORT DE KOCK, BUKITTINGGI",NERS,PROFESI,UNGGUL,BERHASIL
"UNIVERSITAS HASANUDDIN, MAKASSAR",KESEHATAN LINGKUNGAN,S2,UNGGUL,BERHASIL
"UNIVERSITAS KATOLIK INDONESIA ATMA JAYA, JAKARTA",KEDOKTERAN,S1,UNGGUL,BERHASIL
"UNIVERSITAS KATOLIK INDONESIA ATMA JAYA, JAKARTA",DOKTER,PROFESI,UNGGUL,BERHASIL
"UNIVERSITAS MALIKUSSALEH, ACEH UTARA",KEPERAWATAN,D-III,BAIK,BERHASIL
"UNIVERSITAS MUHAMMADIYAH MANADO, MANADO",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS RESPATI YOGYAKARTA, YOGYAKARTA",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS TRINITA, MANADO",GIZI,S1,BAIK,BERHASIL
IAIN PALANGKARAYA,PERBANKAN SYARIAH,S1,BAIK SEKALI,BERHASIL
STID AL-BIRUNI BABAKAN CIWARINGIN,PENGEMBANGAN MASYARAKAT ISLAM,S1,BAIK,BERHASIL
SEKOLAH TINGGI TEOLOGI SUMATERA UTARA,TEOLOGI,S1,BAIK,BERHASIL
SEKOLAH TINGGI TEOLOGI WALTER POST JAYAPURA PAPUA,TEOLOGI,S2,BAIK,BERHASIL
UNIVERSITAS NANI BILI NUSANTARA,ILMU PEMERINTAHAN,S1,BAIK,BERHASIL
INSTITUT TEKNOLOGI DAN BISNIS NOBEL INDONESIA,TEKNOLOGI HASIL PERIKANAN,S1,BAIK,BERHASIL
SEKOLAH TINGGI TEOLOGI SUMATERA UTARA,TEOLOGI,S3,BAIK,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM IMAM ASY SYAFII PEKANBARU,HUKUM KELUARGA ISLAM,S1,BAIK,GAGAL COCOK
UNIVERSITAS SYEDZA SAINTIKA,PSIKOLOGI,S1,BAIK,BERHASIL
POLITEKNIK KEPULAUAN SIMEULUE,PENGOLAHAN DAN PENYIMPANAN HASIL PERIKANAN,D-IV,BAIK,BERHASIL
SEKOLAH TINGGI AGAMA KRISTEN APOLLOS MANADO,TEOLOGI,S2,BAIK,BERHASIL
SEKOLAH TINGGI MANAJEMEN PARIWISATA DAN LOGISTIK LENTERA MONDIAL,PERHOTELAN,D-III,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI AGAMA ISLAM NEGERI MANDAILING NATAL,HUKUM EKONOMI SYARI`AH,S1,UNGGUL,BERHASIL
POLITEKNIK NEGERI SAMARINDA,ARSITEKTUR BANGUNAN GEDUNG,D-IV,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI SJECH M. DJAMIL DJAMBEK BUKITTINGGI,AQIDAH DAN FILSAFAT ISLAM,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS SATYA NEGARA INDONESIA,ILMU KOMUNIKASI,S1,B,BERHASIL
UNIVERSITAS ISLAM NEGERI IMAM BONJOL PADANG,MANAJEMEN HAJI DAN UMRAH,S1,BAIK,BERHASIL
UNIVERSITAS PEMBANGUNAN PANCA BUDI,ILMU PERTANIAN,S2,TERAKREDITASI SEMENTARA,BERHASIL
UNIVERSITAS PEMBANGUNAN PANCA BUDI,AGRIBISNIS,S1,TERAKREDITASI SEMENTARA,BERHASIL
UNIVERSITAS TERBUKA,TEKNOLOGI PANGAN,S1,B,BERHASIL
UNIVERSITAS JAMBI,SENI KARAWITAN,S1,TERAKREDITASI SEMENTARA,BERHASIL
UNIVERSITAS JAMBI,TEKNOLOGI INDUSTRI PERTANIAN,S2,BAIK,BERHASIL
POLITEKNIK PERTANIAN NEGERI KUPANG,PENGELOLAAN AGRIBISNIS,D-IV,BAIK,GAGAL COCOK
UNIVERSITAS TELKOM,ILMU KOMUNIKASI,S2,BAIK,BERHASIL
UNIVERSITAS TOMPOTIKA LUWUK BANGGAI,AGRIBISNIS,S1,BAIK,GAGAL COCOK
UNIVERSITAS UDAYANA,ARSITEKTUR,S1,UNGGUL,BERHASIL
INSTITUT TEKNOLOGI DAN BISNIS ASIA MALANG,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MALANG, MALANG",PROMOSI KESEHATAN,D-IV,UNGGUL,GAGAL COCOK
"UNIVERSITAS LA TANSA MASHIRO, LEBAK",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
POLITEKNIK NEGERI CILACAP,TEKNOLOGI REKAYASA MULTIMEDIA,D-IV,BAIK,BERHASIL
UNIVERSITAS SERELO LAHAT,INFORMATIKA,S1,BAIK,BERHASIL
INSTITUT ILMU KEISLAMAN ANNUQAYAH GULUK-GULUK SUMENEP,EKONOMI SYARIAH,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS PERTIBA,MANAJEMEN,S2,BAIK,BERHASIL
UNIVERSITAS ISLAM INDONESIA,AKUNTANSI,S2,UNGGUL,BERHASIL
UNIVERSITAS AHMAD DAHLAN,BISNIS JASA MAKANAN,D-IV,BAIK SEKALI,BERHASIL
POLITEKNIK NEGERI MADIUN,AKUNTANSI PERPAJAKAN,D-IV,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH YOGYAKARTA,AKUNTANSI LEMBAGA KEUANGAN SYARIAH,D-IV,BAIK SEKALI,BERHASIL
UNIVERSITAS NEGERI MALANG,AKUNTANSI,D-IV,BAIK SEKALI,BERHASIL
UNIVERSITAS MERDEKA MALANG,EKONOMI PEMBANGUNAN,S1,BAIK SEKALI,BERHASIL
POLITEKNIK NEGERI JAKARTA,KEUANGAN DAN PERBANKAN SYARI AH,D-IV,BAIK SEKALI,BERHASIL
INSTITUT AGAMA ISLAM DARUTTAQWA GRESIK,PSIKOLOGI ISLAM,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM DARUTTAQWA GRESIK,EKONOMI SYARIAH,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM DARUTTAQWA GRESIK,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
INSTITUT PESANTREN BABAKAN CIREBON,HUKUM EKONOMI SYARIAH,S1,B,BERHASIL
INSTITUT PESANTREN BABAKAN CIREBON,HUKUM KELUARGA ISLAM,S1,BAIK,BERHASIL
INSTITUT PESANTREN BABAKAN CIREBON,PENDIDIKAN ISLAM ANAK USIA DINI,S1,BAIK,BERHASIL
INSTITUT PESANTREN BABAKAN CIREBON,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS SAINS DAN TEKNOLOGI KOMPUTER,MANAJEMEN PERDAGANGAN,D-III,BAIK,BERHASIL
UNIVERSITAS ISLAM AL-AZIZIYAH INDONESIA,PENGEMBANGAN MASYARAKAT ISLAM,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH KENDAL BATANG,PENDIDIKAN AGAMA ISLAM,S1,B,BERHASIL
"POLITEKNIK KESEHATAN BHAKTI PERTIWI HUSADA, CIREBON",BIDAN,PROFESI,BAIK SEKALI,BERHASIL
"POLITEKNIK KESEHATAN BHAKTI PERTIWI HUSADA, CIREBON",KEBIDANAN,D-IV,BAIK SEKALI,BERHASIL
"POLITEKNIK KESEHATAN KEMENTERIAN KESEHATAN MAKASSAR, MAKASSAR",FARMASI,D-IV,BAIK SEKALI,GAGAL COCOK
"UNIVERSITAS MUHAMMADIYAH MALANG, MALANG",KEPERAWATAN,D-III,UNGGUL,BERHASIL
"UNIVERSITAS NEGERI PADANG, PARIAMAN",KEPERAWATAN PSDKU PARIAMAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS PRIMA NUSANTARA BUKITTINGGI, BUKITTINGGI",KEPERAWATAN,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS BALIEM PAPUA,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS TEKNOLOGI BANDUNG,MANAJEMEN RITEL,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH SURAKARTA,SAINS INFORMASI GEOGRAFI,S1,BAIK,BERHASIL
"UNIVERSITAS TRIATMA MULYA, BADUNG",ADMINISTRASI RUMAH SAKIT,S1,BAIK,BERHASIL
POLITEKNIK MITRA GLOBAL,AKUNTANSI,D-III,BAIK,GAGAL COCOK
UNIVERSITAS PUTRA BANGSA,AKUNTANSI,S1,BAIK,BERHASIL
SEKOLAH TINGGI MANAJEMEN INFORMATIKA DAN KOMPUTER AMIKA SOPPENG,BISNIS DIGITAL,S1,BAIK,BERHASIL
UNIVERSITAS LOGISTIK DAN BISNIS INTERNASIONAL,BISNIS DIGITAL,S1,BAIK,BERHASIL
SEKOLAH TINGGI EKONOMI BISNIS ISLAM LIWA,EKONOMI SYARIAH,S1,BAIK,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH PEKAJANGAN PEKALONGAN,EKONOMI SYARIAH,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS ADHIRAJASA RESWARA SANJAYA,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS SUNAN GIRI SURABAYA,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS HEIN NAMOTEMO,ADMINISTRASI BISNIS,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH SORONG,AKUNTANSI,S1,BAIK SEKALI,BERHASIL
INSTITUT AGAMA ISLAM TARBIYATUT THOLABAH LAMONGAN JAWA TIMUR,EKONOMI SYARIAH,S1,BAIK,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI MULIA SINGKAWANG,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS ISLAM NEGERI SULTAN AJI MUHAMMAD IDRIS SAMARINDA,MANAJEMEN BISNIS SYARIAH,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS IBN KHALDUN BOGOR,MANAJEMEN,S2,UNGGUL,GAGAL COCOK
UNIVERSITAS PRIMA INDONESIA,MANAJEMEN,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS PUTRA BANGSA,MANAJEMEN,S2,BAIK SEKALI,BERHASIL
POLITEKNIK NEGERI SAMARINDA,"PEMASARAN, INOVASI, DAN TEKNOLOGI",S2 TERAPAN,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI AMKOP MAKASSAR,ILMU MANAJEMEN,S3,BAIK,BERHASIL
UNIVERSITAS AMIKOM YOGYAKARTA,KEWIRAUSAHAAN,S1,BAIK SEKALI,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN BORNEO NUSANTARA, BANJARMASIN",KEPERAWATAN,D-III,BAIK,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN GRIYA HUSADA SUMBAWA, SUMBAWA",KEPERAWATAN,S1,BAIK SEKALI,GAGAL COCOK
POLITEKNIK CALTEX,AKUNTANSI PERPAJAKAN,D-IV,BAIK SEKALI,GAGAL COCOK
INSTITUT AT TANWIR BOJONEGORO,EKONOMI SYARIAH,S1,BAIK SEKALI,BERHASIL
INSTITUT ISLAM AL-MUJADDID SABAK,EKONOMI SYARIAH,S1,BAIK SEKALI,BERHASIL
POLITEKNIK LP3I MEDAN,AKUNTANSI,D-III,BAIK SEKALI,BERHASIL
POLITEKNIK NEGERI BANYUWANGI,MANAJEMEN BISNIS PARIWISATA,D-IV,BAIK,BERHASIL
UNIVERSITAS MITRA INDONESIA,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI ILMU EKONOMI INDONESIA MAKASSAR,AKUNTANSI,S1,BAIK,BERHASIL
STIE MAHAPUTRA RIAU,MANAJEMEN,S1,BAIK,BERHASIL
UNIVERSITAS PENDIDIKAN NASIONAL,PJJ MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS BANTEN,MANAJEMEN,S1,BAIK,BERHASIL
INSTITUT AGAMA ISLAM NEGERI BONE,PERBANKAN SYARIAH,S1,BAIK SEKALI,BERHASIL
SEKOLAH TINGGI EKONOMI DAN BISNIS ISLAM AL-MUHSIN YOGYAKARTA,MANAJEMEN BISNIS SYARIAH,S1,BAIK,BERHASIL
UNIVERSITAS MA&#039;SOEM,BISNIS DIGITAL,S1,BAIK,GAGAL COCOK
STAI MADINATUL ILMI DEPOK,PERBANKAN SYARIAH,S1,BAIK,GAGAL COCOK
UNIVERSITAS MUHAMMADIYAH BANDUNG,MANAJEMEN,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS BENGKULU,MANAJEMEN,S2,UNGGUL,BERHASIL
UNIVERSITAS TERBUKA,MANAJEMEN,S2,UNGGUL,BERHASIL
UNIVERSITAS IBNU SINA,MANAJEMEN,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS ISLAM NEGERI SJECH M. DJAMIL DJAMBEK BUKITTINGGI,EKONOMI SYARIAH,S2,BAIK SEKALI,BERHASIL
UNIVERSITAS MUHAMMADIYAH BIMA,HUKUM,S2,BAIK,BERHASIL
"POLITEKNIK INDONUSA, SURAKARTA",TEKNOLOGI LABORATORIUM MEDIS,D-IV,BAIK,GAGAL COCOK
"UNIVERSITAS WIRAHUSADA MEDAN, MEDAN",KEBIDANAN,D-III,BAIK SEKALI,BERHASIL
"UNIVERSITAS WIRAHUSADA MEDAN, MEDAN",KEPERAWATAN,D-III,BAIK SEKALI,BERHASIL
"SEKOLAH TINGGI ILMU KESEHATAN RUSTIDA, BANYUWANGI",KEBIDANAN,S1,BAIK,GAGAL COCOK
"UNIVERSITAS ISLAM SULTAN AGUNG, SEMARANG",KEPERAWATAN,S2,BAIK,BERHASIL
"UNIVERSITAS NEGERI SURABAYA, SURABAYA",FISIOTERAPI,S1,BAIK,BERHASIL
UNIVERSITAS MERCU BUANA,PROGRAM STUDI PROGRAM PROFESI INSINYUR,PROFESI,BAIK,BERHASIL
UNIVERSITAS ARY GINANJAR,TEKNIK INDUSTRI,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH MAKASSAR,TEKNIK SUMBER DAYA AIR,S2,BAIK,BERHASIL
UNIVERSITAS WIRA BHAKTI,TEKNIK INDUSTRI,S1,BAIK,BERHASIL
POLITEKNIK MUHAMMADIYAH MAKASSAR,TEKNOLOGI ELEKTROMEDIS,D-III,BAIK SEKALI,BERHASIL
POLITEKNIK DEWANTARA,MESIN OTOMOTIF,D-III,BAIK,BERHASIL
UNIVERSITAS TERBUKA,SAINS DATA,S1,BAIK,BERHASIL
POLITEKNIK INSAN TAZAKKA,TEKNOLOGI REKAYASA KOMPUTER,D-IV,BAIK,BERHASIL
POLITEKNIK BISNIS DIGITAL INDONESIA,TEKNOLOGI REKAYASA PERANGKAT LUNAK,D-IV,BAIK,BERHASIL
POLITEKNIK KEPRIBADIAN,PEMBANGUNAN PEDESAAN DAN EKONOMI MASYARAKAT,D-IV,BAIK,BERHASIL
UNIVERSITAS DARUNNAJAH,KEWIRAUSAHAAN,S1,BAIK,BERHASIL
INSTITUT AL FITHRAH SURABAYA,HUKUM KELUARGA ISLAM,S1,BAIK,GAGAL COCOK
UNIVERSITAS TERBUKA,PERPAJAKAN,S1,TERAKREDITASI SEMENTARA,BERHASIL
UNIVERSITAS AUDI INDONESIA,INFORMATIKA,S1,BAIK,BERHASIL
UNIVERSITAS TERBUKA,HUKUM,S2,TERAKREDITASI SEMENTARA,BERHASIL
UNIVERSITAS MUHAMMADIYAH PALANGKA RAYA,HUKUM,S1,TERAKREDITASI SEMENTARA,BERHASIL
UNIVERSITAS BRAWIJAYA,SAINS PSIKOLOGI,S2,TERAKREDITASI SEMENTARA,BERHASIL
UNIVERSITAS BRAWIJAYA,ILMU KETAHANAN NASIONAL,S3,TERAKREDITASI SEMENTARA,BERHASIL
POLITEKNIK NEGERI PONTIANAK,TEKNOLOGI REKAYASA KONSTRUKSI JALAN DAN JEMBATAN,D-IV,BAIK,BERHASIL
UNIVERSITAS PERSATUAN GURU 1945 NTT,BIOLOGI,S1,BAIK,BERHASIL
INSTITUT TEKNOLOGI SEPULUH NOPEMBER,MATEMATIKA,S2,UNGGUL,BERHASIL
UNIVERSITAS PATTIMURA,KIMIA,S2,BAIK,BERHASIL
UNIVERSITAS LAMBUNG MANGKURAT,FISIKA,S1,UNGGUL,BERHASIL
UNIVERSITAS POTENSI UTAMA,HUKUM,S1,BAIK,BERHASIL
UNIVERSITAS KATOLIK PARAHYANGAN,HUBUNGAN INTERNASIONAL,S1,UNGGUL,BERHASIL
UNIVERSITAS MUSLIM INDONESIA,SASTRA INDONESIA,S1,B,BERHASIL
POLITEKNIK KAMPAR,PENGELOLAAN PERKEBUNAN,D-IV,TERAKREDITASI SEMENTARA,BERHASIL
SEKOLAH TINGGI TEOLOGI PRESBYTERIAN MEDAN,TEOLOGI,S1,BAIK,BERHASIL
STIT AS-SALAMA TUAL MALUKU TENGGARA,PENDIDIKAN AGAMA ISLAM,S1,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH KENDARI,PENDIDIKAN BAHASA INGGRIS,S2,BAIK,BERHASIL
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN SENI,S2,BAIK,BERHASIL
UNIVERSITAS NEGERI JAKARTA,PENDIDIKAN BAHASA ARAB,S2,BAIK,BERHASIL
UNIVERSITAS MUHAMMADIYAH SUMATERA UTARA,PENDIDIKAN,S3,BAIK,BERHASIL
UNIVERSITAS KATOLIK WIDYA MANDALA SURABAYA,PENDIDIKAN BAHASA INGGRIS,S3,BAIK,BERHASIL
UNIVERSITAS NURUL HASAN BACAN,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK,BERHASIL
STT IKAT DI BATAM,PENDIDIKAN AGAMA KRISTEN,S1,C,BERHASIL
"STAI YAMRA MERAUKE, PAPUA",PENDIDIKAN AGAMA ISLAM,S1,BAIK,BERHASIL
UNIVERSITAS SINDANG KASIH MAJALENGKA,PENDIDIKAN MATEMATIKA,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS SINDANG KASIH MAJALENGKA,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS PENDIDIKAN MUHAMMADIYAH SORONG,PENDIDIKAN TEKNOLOGI INFORMASI,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS PGRI DELTA,PENDIDIKAN GURU SEKOLAH DASAR,S1,BAIK SEKALI,BERHASIL
UNIVERSITAS ISLAM K.H. RUHIAT CIPASUNG,PENDIDIKAN BAHASA ARAB,S1,BAIK SEKALI,GAGAL COCOK
UNIVERSITAS ISLAM K.H. RUHIAT CIPASUNG,PENDIDIKAN AGAMA ISLAM,S1,BAIK SEKALI,GAGAL COCOK
UNIVERSITAS BUNG HATTA,PENDIDIKAN GURU SEKOLAH DASAR,S1,UNGGUL,BERHASIL
UNIVERSITAS NEGERI MEDAN,PENDIDIKAN BAHASA DAN SASTRA INDONESIA,S1,UNGGUL,BERHASIL
UNIVERSITAS HAMZANWADI,PENDIDIKAN JASMANI,S1,BAIK SEKALI,BERHASIL
INSTITUT AGAMA ISLAM NUSANTARA ASH-SHIDDIQIYAH,PENDIDIKAN AGAMA ISLAM,S1,BAIK,BERHASIL
